,NAME,ID,ALIGN,EYE,HAIR,SEX,GSM,APPEARANCES,YEAR,STUDIO
10025,Pedro de Noli (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,2,2004,MARVEL
10026,Posterboy (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Male Characters,Heterosexual,2,2004,MARVEL
10027,Primo Falcone (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2004,MARVEL
10028,Purge (The Arena) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2004,MARVEL
10029,Rattatosk (Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,2,2004,MARVEL
10030,Robin Wise (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,2,2004,MARVEL
10032,Sam Klein (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,2,2004,MARVEL
10033,Shaun Kennedy (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,2,2004,MARVEL
10036,Spencer Bronson (Earth-616),Secret Identity,Bad Characters,Multiple Eyes,Black Hair,Male Characters,Heterosexual,2,2004,MARVEL
10037,Stefanya Melnikova (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,2,2004,MARVEL
10038,Stella (Washington Heights) (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,2,2004,MARVEL
10039,Tanya (Earth-616),Secret Identity,Good Characters,White Eyes,Black Hair,Female Characters,Heterosexual,2,2004,MARVEL
10040,Tony (Washington Heights) (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,2,2004,MARVEL
10041,Viktor (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2004,MARVEL
10043,Andrea Hobbes (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,2,2005,MARVEL
10044,Betty Sumitro (Earth-616),No Dual Identity,Bad Characters,Green Eyes,Blond Hair,Female Characters,Heterosexual,2,2005,MARVEL
10045,Black Widow (Russian Agent) (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Female Characters,Heterosexual,2,2005,MARVEL
10046,Boy (Earth-616),Public Identity,Bad Characters,Red Eyes,Brown Hair,Male Characters,Heterosexual,2,2005,MARVEL
10050,Cuddle-Face (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Brown Hair,Unknown,Heterosexual,2,2005,MARVEL
10051,Derek Bishop (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2005,MARVEL
10052,Devron (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Unknown,Heterosexual,2,2005,MARVEL
10053,Dominicus Pierce (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2005,MARVEL
10055,Eugene Walker (Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Heterosexual,2,2005,MARVEL
10056,General Umbaja (Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,2,2005,MARVEL
10057,Grigor Ivanovich Pchelintsov (Earth-616),Public Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,Heterosexual,2,2005,MARVEL
10058,Harlan Stone (Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,2,2005,MARVEL
10059,Inger Rinefeld (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Heterosexual,2,2005,MARVEL
10060,Juito (Earth-616),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,Heterosexual,2,2005,MARVEL
10062,Kimberly Vesco (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Heterosexual,2,2005,MARVEL
10063,Lerad (Earth-616),Public Identity,Neutral Characters,Green Eyes,Black Hair,Unknown,Heterosexual,2,2005,MARVEL
10064,Lyudmila Antonovna Kudrin (Earth-616),Public Identity,Bad Characters,Blue Eyes,White Hair,Female Characters,Heterosexual,2,2005,MARVEL
10065,Meg Langtry (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Heterosexual,2,2005,MARVEL
10067,Nelson Mandela (Earth-616),No Dual Identity,Good Characters,Blue Eyes,White Hair,Male Characters,Heterosexual,2,2005,MARVEL
10068,Padre (Earth-616),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,Heterosexual,2,2005,MARVEL
10069,Reyno (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2005,MARVEL
10070,Rose Red (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,2,2005,MARVEL
10071,Sashenka Popova (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,2,2005,MARVEL
10072,Six-Gun Kid (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,2,2005,MARVEL
10073,Smith (Renegades) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2005,MARVEL
10075,Stone (Assassins Guild) (Earth-616),No Dual Identity,Bad Characters,Black Eyes,No Hair,Male Characters,Heterosexual,2,2005,MARVEL
10076,Suicide King (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2005,MARVEL
10077,Susan Bishop (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,2,2005,MARVEL
10078,Taniqa Umbaja (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual,2,2005,MARVEL
10079,Walker Hobbes (Earth-616),Public Identity,Neutral Characters,Red Eyes,Black Hair,Male Characters,Heterosexual,2,2005,MARVEL
10080,William Bates (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,2,2005,MARVEL
10083,Abbess Horror (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,2,2006,MARVEL
10084,Adam Austin (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,2,2006,MARVEL
10085,Albasini (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Bald,Male Characters,Heterosexual,2,2006,MARVEL
10086,Ame-No-Mi-Kumari (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,2,2006,MARVEL
10087,Amina Synge (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual,2,2006,MARVEL
10088,Antonio (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2006,MARVEL
10089,Bekka Wallis (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,2,2006,MARVEL
10090,Bishamon (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2006,MARVEL
10091,Blacklash (Thunderbolts) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2006,MARVEL
10092,Cee (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2006,MARVEL
10094,Chris McCarthy (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2006,MARVEL
10095,David Beiderbecke (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2006,MARVEL
10096,David Munroe II (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,2,2006,MARVEL
10097,Doug and Jerry (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2006,MARVEL
10098,El Dorado (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2006,MARVEL
10100,Extermina (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Female Characters,Heterosexual,2,2006,MARVEL
10101,Fin Fang Foom (Clone) (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Black Hair,Male Characters,Heterosexual,2,2006,MARVEL
10102,Fred Harriman (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2006,MARVEL
10103,Gary Quinn (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,2,2006,MARVEL
10104,Ginny Baker (Earth-616),Public Identity,Bad Characters,Green Eyes,Brown Hair,Female Characters,Heterosexual,2,2006,MARVEL
10105,Godfrey Calthrop (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2006,MARVEL
10106,Henry Cavanaugh (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2006,MARVEL
10107,Hubie Edge (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,2,2006,MARVEL
10108,Jack Croft (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,Heterosexual,2,2006,MARVEL
10109,James Madrox (S.H.I.E.L.D. Agent) (Earth-616),Secret Identity,Good Characters,Green Eyes,Brown Hair,Male Characters,Heterosexual,2,2006,MARVEL
10110,John Mairs (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,2,2006,MARVEL
10111,Kaminari (goddess) (Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Female Characters,Heterosexual,2,2006,MARVEL
10112,Karen Mason (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,2,2006,MARVEL
10113,Keith Dixon (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2006,MARVEL
10117,Latonya Jefferson (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual,2,2006,MARVEL
10118,Lavin Skee (Earth-616),Public Identity,Good Characters,Blue Eyes,Bald,Male Characters,Heterosexual,2,2006,MARVEL
10119,Mung (Earth-616),Public Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,Heterosexual,2,2006,MARVEL
10120,Ned Horrocks (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,2,2006,MARVEL
10121,Pyo (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,2,2006,MARVEL
10122,Rachel Santiago (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual,2,2006,MARVEL
10124,Rorkannu (Earth-616),Secret Identity,Bad Characters,Blue Eyes,No Hair,Male Characters,Heterosexual,2,2006,MARVEL
10125,Sarnogg (Earth-616),Public Identity,Neutral Characters,Green Eyes,No Hair,Male Characters,Heterosexual,2,2006,MARVEL
10126,Sentinel X (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Unknown,Heterosexual,2,2006,MARVEL
10127,Setanta (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,2,2006,MARVEL
10128,Shetani (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,Heterosexual,2,2006,MARVEL
10129,Susan Svenson (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual,2,2006,MARVEL
10131,Tim Hacker (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,2,2006,MARVEL
10133,Violet Sanchez (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual,2,2006,MARVEL
10134,Whiplash (Thunderbolts) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,Heterosexual,2,2006,MARVEL
10135,Zack Zimmerman (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2006,MARVEL
10136,Banara (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,Heterosexual,2,2007,MARVEL
10137,Bannerman Brown (Earth-616),Secret Identity,Good Characters,Blue Eyes,Bald,Male Characters,Heterosexual,2,2007,MARVEL
10138,Bannerman Green (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2007,MARVEL
10139,Bei Bang-Wen (Earth-616),Secret Identity,Good Characters,Blue Eyes,Bald,Male Characters,Heterosexual,2,2007,MARVEL
10143,Cirin (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2007,MARVEL
10144,Comte de Nuit (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2007,MARVEL
10146,Creeper (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,2,2007,MARVEL
10147,Crimson Dynamo XI (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2007,MARVEL
10148,Daisy (Villain) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual,2,2007,MARVEL
10149,Daniel Maddox (Earth-616),Public Identity,Neutral Characters,Green Eyes,Brown Hair,Male Characters,Heterosexual,2,2007,MARVEL
10151,Derek Petrie (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2007,MARVEL
10152,Eugene Patilio (Skrull) (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Heterosexual,2,2007,MARVEL
10153,Floyd Baker (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Auburn Hair,Male Characters,Heterosexual,2,2007,MARVEL
10154,Heka-Nut (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2007,MARVEL
10155,Henry Pym (Onslaught Reborn) (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2007,MARVEL
10156,Hercules (CSA) (Earth-616),Known to Authorities Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2007,MARVEL
10157,Herman Zemo (Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,2,2007,MARVEL
10158,Karanda (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,2,2007,MARVEL
10160,Lars Hanson (Earth-616),Secret Identity,Bad Characters,White Eyes,Black Hair,Male Characters,Heterosexual,2,2007,MARVEL
10162,Lord Byson (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,2,2007,MARVEL
10163,Lucy Cervantes (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,2,2007,MARVEL
10164,Megan Hoyden (Earth-616),Secret Identity,Neutral Characters,Grey Eyes,Black Hair,Female Characters,Heterosexual,2,2007,MARVEL
10165,Miss Diaz (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,Heterosexual,2,2007,MARVEL
10170,Snow Queen (New Men) (Earth-616),Secret Identity,Good Characters,Yellow Eyes,No Hair,Female Characters,Heterosexual,2,2007,MARVEL
10172,Vayos (Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2007,MARVEL
10173,Wu Ao-Shi (Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,Heterosexual,2,2007,MARVEL
10174,Yellow Kid (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Bald,Male Characters,Heterosexual,2,2007,MARVEL
10175,Amp (Michelle) (Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Female Characters,Heterosexual,2,2008,MARVEL
10176,Arthur Moore (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,2,2008,MARVEL
10177,Atalanta (Argonauts) (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,2,2008,MARVEL
10178,Barry Gwynn (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Grey Hair,Male Characters,Heterosexual,2,2008,MARVEL
10179,"Benjamin Donovan, Jr. (Earth-616)",Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2008,MARVEL
10180,Benjamin Rabin (Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,2,2008,MARVEL
10181,Blacksmith (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Heterosexual,2,2008,MARVEL
10182,Bruno Karnelli (Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2008,MARVEL
10183,Dicero (Earth-616),Secret Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,Heterosexual,2,2008,MARVEL
10186,Ellsworth Johnson (Skrull) (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,2,2008,MARVEL
10188,Fritz Kalb (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2008,MARVEL
10189,Galactus (Skrull) (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Heterosexual,2,2008,MARVEL
10192,Hylas (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2008,MARVEL
10193,Koaam (Earth-616),Public Identity,Good Characters,Yellow Eyes,Bald,Male Characters,Heterosexual,2,2008,MARVEL
10194,Malcolm Little (Skrull) (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,2,2008,MARVEL
10195,"Martin Luther King, Jr. (Skrull) (Earth-616)",Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,2,2008,MARVEL
10196,Molly Young (Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,Heterosexual,2,2008,MARVEL
10199,Nathan Patrofsky (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Grey Hair,Male Characters,Heterosexual,2,2008,MARVEL
10201,Paydirt (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,2,2008,MARVEL
10202,Pericymenus (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2008,MARVEL
10203,Peter Scholl (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,Heterosexual,2,2008,MARVEL
10204,Pollux (Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,2,2008,MARVEL
10205,Professor Rabin (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2008,MARVEL
10206,Prosimia (Earth-616),Secret Identity,Good Characters,Yellow Eyes,Grey Hair,Male Characters,Heterosexual,2,2008,MARVEL
10207,Raptore (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2008,MARVEL
10209,Sandra Morgan (Earth-616),Secret Identity,Bad Characters,Brown Eyes,White Hair,Female Characters,Heterosexual,2,2008,MARVEL
10212,Skee (Earth-616),Public Identity,Bad Characters,Yellow Eyes,Black Hair,Male Characters,Heterosexual,2,2008,MARVEL
10213,Star Sign (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual,2,2008,MARVEL
10214,Stephen Colbert (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,2,2008,MARVEL
10218,Bo Obama (Earth-616),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Heterosexual,2,2009,MARVEL
10219,Burning Moon (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Red Hair,Male Characters,Heterosexual,2,2009,MARVEL
10220,Caitlyn MacDonald (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Red Hair,Female Characters,Heterosexual,2,2009,MARVEL
10221,Chameleon (Artificial Mutant) (Earth-616),Secret Identity,Neutral Characters,Green Eyes,Bald,Male Characters,Heterosexual,2,2009,MARVEL
10222,Colonel Zeke (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,2,2009,MARVEL
10224,Druek Lovosno (Earth-616),Public Identity,Bad Characters,Grey Eyes,Brown Hair,Male Characters,Heterosexual,2,2009,MARVEL
